id,date,time,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,referee,hs,as_,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,maxh,maxd,maxa,avgh,avgd,avga,total_goals,goal_diff,implied_prob_h,implied_prob_d,implied_prob_a,kickoff,home_win,home_goals_for_last5,home_goals_against_last5,home_points_last5,home_pass_accuracy_last5,home_progressive_passes_last5,home_progressive_pass_rate_last5,home_shots_last5,home_shots_on_target_last5,home_shot_accuracy_last5,home_conversion_rate_last5,home_big_chances_last5,home_big_chance_rate_last5,home_assisted_shot_rate_last5,home_touches_last5,home_touches_per_shot_last5,home_avg_shot_distance_last5,home_avg_shot_angle_last5,home_avg_score_diff_before_shot_last5,away_goals_for_last5,away_goals_against_last5,away_points_last5,away_pass_accuracy_last5,away_progressive_passes_last5,away_progressive_pass_rate_last5,away_shots_last5,away_shots_on_target_last5,away_shot_accuracy_last5,away_conversion_rate_last5,away_big_chances_last5,away_big_chance_rate_last5,away_assisted_shot_rate_last5,away_touches_last5,away_touches_per_shot_last5,away_avg_shot_distance_last5,away_avg_shot_angle_last5,away_avg_score_diff_before_shot_last5,ref_avg_yellows_last10,ref_avg_fouls_last10,ref_avg_goals_last10,ref_home_win_rate_last10,b365_home_prob,b365_draw_prob,b365_away_prob,bw_home_prob,bw_draw_prob,bw_away_prob,max_home_prob,max_draw_prob,max_away_prob,avg_home_prob,avg_draw_prob,avg_away_prob,odds_gap_home_away,implied_prob_sum_b365,market_favorite_strength,market_entropy_b365,home_odds_dispersion,away_odds_dispersion,goals_for_diff_last5,goals_against_diff_last5,points_diff_last5,pass_accuracy_diff_last5,progressive_pass_rate_diff_last5,shots_diff_last5,shots_on_target_diff_last5,shot_accuracy_diff_last5,conversion_rate_diff_last5,big_chances_diff_last5,big_chance_rate_diff_last5,assisted_shot_rate_diff_last5,touches_per_shot_diff_last5,avg_shot_distance_diff_last5,avg_shot_angle_diff_last5,avg_score_diff_before_shot_diff_last5,result_code
246,07/02/2026,15:00,Fulham,Everton,1,2,A,1,0,H,S Attwell,13,16,3,3,11,12,6,6,1,5,0,0,2.1,3.25,3.75,2.1,3.3,3.6,2.15,3.4,3.8,2.1,3.27,3.64,3.0,-1,0.476,0.308,0.267,2026-02-07 15:00:00,0,1.6,1.6,1.4,0.8335076282773428,77.4,0.14055245175281011,11.6,7.8,0.6363095238095239,0.13690476190476192,1.0,0.0869047619047619,0.6910714285714286,699.6,64.07440476190477,18.201295119873002,0.4251191197729588,-0.2416666666666667,1.2,1.4,1.2,0.7727274805101965,84.0,0.1993912957817055,10.6,7.0,0.6724786324786325,0.11474969474969474,1.6,0.1598046398046398,0.7494017094017094,604.0,60.74967032967034,16.089078875715014,0.46532766858465113,-0.5043956043956043,4.2,19.7,3.0,0.4,0.47619047619047616,0.3076923076923077,0.26666666666666666,0.47619047619047616,0.30303030303030304,0.2777777777777778,0.46511627906976744,0.29411764705882354,0.2631578947368421,0.47619047619047616,0.3058103975535168,0.2747252747252747,1.65,1.0505494505494506,0.4532775453277545,1.066338068276315,0.02499999999999991,0.09322910847297985,0.40000000000000013,0.20000000000000018,0.19999999999999996,0.06078014776714635,-0.05883884402889539,1.0,0.7999999999999998,-0.03616910866910861,0.022155067155067182,-0.6000000000000001,-0.0728998778998779,-0.0583302808302808,3.324734432234436,2.112216244157988,-0.040208548811692335,0.2627289377289376,2
247,07/02/2026,15:00,Wolves,Chelsea,1,3,A,0,3,A,J Gillett,11,15,3,6,9,10,3,4,1,1,0,0,5.0,4.0,1.67,5.0,4.0,1.66,5.4,4.2,1.7,4.9,4.05,1.65,4.0,-2,0.2,0.25,0.599,2026-02-07 15:00:00,0,0.8,1.0,1.0,0.7743897642345325,70.2,0.17047339763494712,11.6,7.0,0.6132181543946249,0.06993006993006992,1.8,0.13517071164129987,0.7416563828328535,568.2,52.57726587138352,17.289777268559412,0.454353922108574,-0.16947758124228707,2.0,1.2,2.0,0.8371355681423112,79.6,0.1427145848417615,10.4,6.8,0.6447619047619046,0.20880952380952383,3.6,0.3559523809523809,0.6180952380952381,728.2,75.24166666666666,13.4081812444251,0.6399434165128994,-0.040476190476190485,4.2,20.3,2.4,0.1,0.2,0.25,0.5988023952095809,0.2,0.25,0.6024096385542169,0.18518518518518517,0.23809523809523808,0.5882352941176471,0.2040816326530612,0.2469135802469136,0.6060606060606061,-3.33,1.0488023952095809,0.5709391949757351,0.977796687697313,0.2217355782608346,0.021602468994692887,-1.2,-0.19999999999999996,-1.0,-0.06274580390777862,0.027758812793185622,1.1999999999999993,0.20000000000000018,-0.031543750367279744,-0.1388794538794539,-1.8,-0.22078166931108104,0.12356114473761537,-22.664400795283143,3.8815960241343124,-0.18558949440432543,-0.12900139076609657,2
248,07/02/2026,17:30,Newcastle,Brentford,2,3,A,1,2,A,A Madley,16,11,4,5,14,18,9,3,2,2,0,0,2.1,3.5,3.5,2.05,3.6,3.4,2.1,3.75,3.75,2.05,3.53,3.51,5.0,-1,0.476,0.286,0.286,2026-02-07 17:30:00,0,1.4,1.8,1.4,0.8245276557759317,82.8,0.15662910986032158,13.0,8.6,0.655,0.10277777777777777,2.2,0.15666666666666668,0.7188888888888888,720.0,57.721111111111114,15.22078390528564,0.5378722591470537,-0.29500000000000004,1.6,1.2,1.8,0.7872071072421571,88.0,0.1981717962196246,12.0,7.4,0.5991919191919193,0.1393939393939394,3.8,0.3313131313131313,0.7858585858585859,632.8,58.33919191919192,14.562219836316308,0.5159384108834976,0.09797979797979803,3.2,20.4,2.6,0.2,0.47619047619047616,0.2857142857142857,0.2857142857142857,0.48780487804878053,0.2777777777777778,0.29411764705882354,0.47619047619047616,0.26666666666666666,0.26666666666666666,0.48780487804878053,0.28328611898017,0.2849002849002849,1.4,1.0476190476190474,0.4545454545454546,1.0670895187820832,0.02886751345948144,0.1485485330343813,-0.20000000000000018,0.6000000000000001,-0.40000000000000013,0.037320548533774534,-0.04154268635930303,1.0,1.1999999999999993,0.05580808080808075,-0.03661616161616163,-1.5999999999999996,-0.1746464646464646,-0.06696969696969712,-0.6180808080808049,0.6585640689693317,0.021933848263556155,-0.3929797979797981,2
249,08/02/2026,14:00,Brighton,Crystal Palace,0,1,A,0,0,D,T Bramall,7,7,2,4,12,9,3,4,1,3,0,0,1.95,3.5,3.9,2.0,3.5,3.6,2.0,3.75,3.9,1.96,3.57,3.68,1.0,-1,0.513,0.286,0.256,2026-02-08 14:00:00,0,1.2,1.0,1.2,0.8223063261019912,78.6,0.14478502574591226,12.4,7.6,0.5953955848073496,0.1053311394487865,2.6,0.26966680378445085,0.7785684903331962,716.8,62.86926367749898,14.580029543483988,0.5302970585692611,0.2069820375702728,0.6,1.6,0.4,0.7546904272535409,80.6,0.18239669493175806,11.0,7.0,0.6456210456210456,0.063003663003663,2.6,0.24598734598734598,0.6823842823842824,600.6,57.7027306027306,14.433030892683636,0.5316652380896588,-0.6368298368298368,3.8,20.4,2.9,0.4,0.5128205128205129,0.2857142857142857,0.25641025641025644,0.5,0.2857142857142857,0.2777777777777778,0.5,0.26666666666666666,0.25641025641025644,0.5102040816326531,0.2801120448179272,0.2717391304347826,1.95,1.054945054945055,0.48611111111111116,1.048210846140995,0.026299556396765858,0.15362291495737204,0.6,-0.6000000000000001,0.7999999999999999,0.06761589884845032,-0.0376116691858458,1.4000000000000004,0.5999999999999996,-0.050225460813696055,0.042327476445123496,0.0,0.02367945779710487,0.0961842079489138,5.166533074768381,0.14699865080035224,-0.0013681795203976943,0.8438118744001096,2
250,08/02/2026,16:30,Liverpool,Man City,1,2,A,0,0,D,C Pawson,15,17,4,7,13,16,5,4,2,4,1,0,2.38,3.7,2.75,2.35,3.7,2.75,2.42,3.75,2.88,2.34,3.68,2.76,3.0,-1,0.42,0.27,0.364,2026-02-08 16:30:00,0,1.8,1.4,1.2,0.8504560381724955,90.2,0.1462408413598103,16.2,10.4,0.5855042016806723,0.12188025210084033,3.0,0.18163865546218483,0.7216701680672268,766.0,57.51125,18.604786298797784,0.3978549739318521,-0.12065126050420165,1.2,1.2,1.2,0.8767257401663887,69.6,0.10841061598703852,13.6,7.0,0.5089177489177489,0.08683982683982684,2.0,0.11151515151515153,0.8647619047619047,806.0,68.02580086580086,15.197882999346547,0.47528788521257637,0.3916883116883117,2.0,18.5,3.9,0.3,0.42016806722689076,0.27027027027027023,0.36363636363636365,0.425531914893617,0.27027027027027023,0.36363636363636365,0.4132231404958678,0.26666666666666666,0.3472222222222222,0.4273504273504274,0.2717391304347826,0.3623188405797102,0.3700000000000001,1.0540747011335245,0.3986131787197368,1.082748074154801,0.03593976442141303,0.0635085296108588,0.6000000000000001,0.19999999999999996,0.0,-0.026269701993893224,0.03783022537277178,2.5999999999999996,3.4000000000000004,0.07658645276292342,0.03504042526101349,1.0,0.0701235039470333,-0.1430917366946779,-10.514550865800864,3.406903299451237,-0.07743291128072427,-0.5123395721925134,2
251,10/02/2026,19:30,Chelsea,Leeds,2,2,D,1,0,H,R Jones,19,4,4,2,9,13,4,1,4,4,0,0,1.55,4.33,5.5,1.57,4.33,5.25,1.57,4.4,6.0,1.55,4.28,5.66,4.0,0,0.645,0.231,0.182,2026-02-10 19:30:00,0,2.4,1.2,2.4,0.8537877017434943,80.8,0.1333468283791464,11.8,8.4,0.7047619047619048,0.22380952380952382,4.4,0.3742857142857142,0.6514285714285715,787.0,71.8,14.752011113849482,0.555171717676637,0.40285714285714286,1.6,2.0,1.4,0.7575467900544294,90.0,0.20719656549085214,11.8,7.0,0.6047619047619048,0.11428571428571428,3.8,0.27142857142857146,0.7047619047619047,601.0,73.72857142857143,14.778844873194188,0.5117344207670202,0.13809523809523805,4.3,21.3,3.1,0.5,0.6451612903225806,0.23094688221709006,0.18181818181818182,0.6369426751592356,0.23094688221709006,0.19047619047619047,0.6369426751592356,0.22727272727272727,0.16666666666666666,0.6451612903225806,0.2336448598130841,0.17667844522968199,3.95,1.0579263543578525,0.6098357297414951,0.9364925670628252,0.011547005383792526,0.3141522985220173,0.7999999999999998,-0.8,1.0,0.0962409116890649,-0.07384973711170573,0.0,1.4000000000000004,0.09999999999999998,0.10952380952380954,0.6000000000000005,0.10285714285714276,-0.05333333333333323,-1.9285714285714306,-0.02683375934470611,0.04343729690961673,0.2647619047619048,1
252,10/02/2026,19:30,Everton,Bournemouth,1,2,A,1,0,H,A Madley,16,11,6,4,14,15,7,2,1,3,1,0,2.38,3.4,3.0,2.37,3.4,2.9,2.5,3.45,3.0,2.41,3.35,2.91,3.0,-1,0.42,0.294,0.333,2026-02-10 19:30:00,0,1.2,0.8,1.8,0.7881221577753774,84.2,0.19867690226155657,11.2,6.2,0.597688716512246,0.10970767794297206,2.2,0.19257774904833727,0.7166286001580119,600.6,59.062275371687136,15.991999826872163,0.4894664603035078,0.052747252747252824,2.0,1.2,2.2,0.7540747706626943,87.4,0.22780909571690683,12.6,8.2,0.6471717171717172,0.17717171717171715,2.6,0.21080808080808078,0.6848484848484848,565.0,48.34111111111111,16.153360618558246,0.4940071710769873,0.32979797979797976,3.4,21.6,2.9,0.2,0.42016806722689076,0.29411764705882354,0.3333333333333333,0.42194092827004215,0.29411764705882354,0.3448275862068966,0.4,0.2898550724637681,0.3333333333333333,0.41493775933609955,0.29850746268656714,0.3436426116838488,0.6200000000000001,1.0476190476190477,0.40106951871657753,1.0874193627587825,0.059160797830996155,0.05499999999999999,-0.8,-0.3999999999999999,-0.40000000000000013,0.03404738711268307,-0.029132193455350258,-1.4000000000000004,-1.9999999999999991,-0.0494830006594712,-0.06746403922874508,-0.3999999999999999,-0.018230331759743507,0.03178011530952707,10.721164260576025,-0.1613607916860822,-0.0045407107734794505,-0.2770507270507269,2
253,10/02/2026,19:30,Tottenham,Newcastle,1,2,A,0,1,A,A Taylor,16,21,2,5,15,11,2,12,3,2,0,0,3.2,3.6,2.2,3.1,3.5,2.25,3.25,3.6,2.3,3.18,3.48,2.2,3.0,-1,0.312,0.278,0.455,2026-02-10 19:30:00,0,1.4,2.2,0.4,0.7981289265791893,83.4,0.17458517699461432,14.8,9.4,0.6847222222222222,0.09007936507936508,2.4,0.1599206349206349,0.7073412698412698,665.2,49.13730158730159,17.283725248727247,0.4694055823487752,-0.4751984126984127,1.4,2.4,0.8,0.8242045010363288,82.6,0.1615037507994998,13.8,8.4,0.6050000000000001,0.09444444444444444,2.2,0.13583333333333333,0.7230555555555556,694.8,53.01277777777777,15.901884449703218,0.5124194091849089,-0.47000000000000003,4.6,20.8,3.0,0.4,0.3125,0.2777777777777778,0.45454545454545453,0.3225806451612903,0.2857142857142857,0.4444444444444444,0.3076923076923077,0.2777777777777778,0.4347826086956522,0.31446540880503143,0.28735632183908044,0.45454545454545453,-1.0,1.0448232323232323,0.4350453172205438,1.0753038135149764,0.06238322424070965,0.04787135538781674,0.0,-0.19999999999999973,-0.4,-0.026075574457139483,0.013081426195114515,1.0,1.0,0.07972222222222214,-0.0043650793650793634,0.19999999999999973,0.024087301587301574,-0.01571428571428579,-3.875476190476178,1.3818407990240296,-0.043013826836133695,-0.005198412698412647,2
254,10/02/2026,20:15,West Ham,Man United,1,1,D,0,0,D,S Hooper,7,9,3,3,10,4,5,3,1,1,0,0,4.5,4.2,1.7,4.2,4.2,1.72,4.5,4.4,1.73,4.36,4.23,1.7,2.0,0,0.222,0.238,0.588,2026-02-10 20:15:00,0,2.0,1.4,1.8,0.7366171194244231,87.0,0.22377788359152473,12.2,7.8,0.6519793931558637,0.17271356094885507,3.2,0.2662494368376721,0.7220289514407161,567.8,53.831435231435236,16.4008683261908,0.48037150186589966,0.7663748016689194,2.4,1.2,2.6,0.8310005334668853,82.6,0.1783648830130763,17.8,11.2,0.630084641865848,0.19199089830225877,3.8,0.24995341264625975,0.749348267440834,650.0,40.115191400464894,17.136489295376407,0.48546992590371624,1.0096901695779676,3.6,21.3,4.0,0.5,0.2222222222222222,0.23809523809523808,0.5882352941176471,0.23809523809523808,0.23809523809523808,0.5813953488372093,0.2222222222222222,0.22727272727272727,0.5780346820809249,0.2293577981651376,0.23640661938534277,0.5882352941176471,-2.8,1.0485527544351074,0.5609973285841496,0.989719675520167,0.1428285685708569,0.015000000000000013,-0.3999999999999999,0.19999999999999996,-0.8,-0.0943834140424622,0.04541300057844844,-5.600000000000001,-3.3999999999999995,0.021894751290015724,-0.0192773373534037,-0.5999999999999996,0.01629602419141235,-0.027319316000117944,13.716243830970342,-0.7356209691856073,-0.0050984240378165735,-0.24331536790904829,1
255,11/02/2026,19:30,Aston Villa,Brighton,1,0,H,0,0,D,P Bankes,15,9,1,3,9,15,7,5,2,3,0,0,1.91,3.7,3.8,1.9,3.75,3.75,1.95,3.8,3.85,1.92,3.67,3.79,1.0,1,0.524,0.27,0.263,2026-02-11 19:30:00,1,0.6,0.6,1.0,0.8199681337074356,80.8,0.1683670237060392,16.2,10.4,0.6902645502645502,0.05714285714285714,2.0,0.13269841269841268,0.7831746031746032,674.6,48.03809523809524,17.16523092982549,0.43518321293873263,-0.12835978835978842,0.8,1.2,0.6,0.8131078018010769,87.0,0.16043385213740025,10.8,7.0,0.6315860609978257,0.07866447278211984,2.4,0.27157156568921276,0.7595208712855772,707.2,73.77973986797517,14.222237199249857,0.5410562449146449,-0.09016081957258432,3.8,19.8,3.2,0.8,0.5235602094240838,0.27027027027027023,0.2631578947368421,0.5263157894736842,0.26666666666666666,0.26666666666666666,0.5128205128205129,0.2631578947368421,0.2597402597402597,0.5208333333333334,0.2724795640326976,0.2638522427440633,1.89,1.056988374431196,0.49533204157125243,1.042867912055562,0.021602468994692887,0.04112987559751025,-0.20000000000000007,-0.6,0.4,0.006860331906358708,0.007933171568638958,5.399999999999999,3.4000000000000004,0.05867848926672459,-0.0215216156392627,-0.3999999999999999,-0.13887315299080008,0.023653731889025975,-25.74164462987993,2.9429937305756333,-0.10587303197591225,-0.03819896878720411,0
256,11/02/2026,19:30,Crystal Palace,Burnley,2,3,A,2,3,A,F Hallam,21,8,3,3,11,8,8,2,2,1,0,0,1.57,4.0,6.25,1.57,4.1,5.75,1.58,4.2,6.5,1.55,3.98,6.18,5.0,-1,0.637,0.25,0.16,2026-02-11 19:30:00,0,0.8,1.2,1.0,0.7578711471972667,84.4,0.19670687629396252,10.2,6.6,0.6508158508158509,0.09157509157509157,2.6,0.2563769563769564,0.697968697968698,588.6,61.93130203130202,13.701671603398946,0.5723107578504925,-0.44981684981684983,1.0,2.0,0.6,0.7704194359243639,78.8,0.19962864845318753,9.4,6.4,0.6571428571428571,0.13492063492063494,1.0,0.08888888888888888,0.6904761904761905,589.8,71.94920634920635,18.487609562548574,0.39304330703879664,-0.9238095238095237,4.0,30.0,2.0,1.0,0.6369426751592356,0.25,0.16,0.6369426751592356,0.24390243902439027,0.17391304347826086,0.6329113924050632,0.23809523809523808,0.15384615384615385,0.6451612903225806,0.25125628140703515,0.16181229773462785,4.68,1.0469426751592357,0.6083835249741437,0.9314011118830536,0.012583057392117927,0.31187604375242844,-0.19999999999999996,-0.8,0.4,-0.012548288727097234,-0.002921772159225011,0.7999999999999989,0.1999999999999993,-0.006327006327006224,-0.04334554334554337,1.6,0.16748806748806752,0.007492507492507516,-10.017904317904332,-4.785937959149628,0.17926745081169582,0.4739926739926739,2
257,11/02/2026,19:30,Man City,Fulham,3,0,H,3,0,H,P Tierney,13,14,5,3,8,10,4,4,3,1,0,0,1.36,5.5,7.0,1.35,5.5,7.0,1.38,5.5,9.0,1.34,5.33,8.08,3.0,3,0.735,0.182,0.143,2026-02-11 19:30:00,1,1.4,1.2,1.6,0.8719939587898706,73.2,0.12063227590606687,14.2,7.6,0.524043799337917,0.09608352431881843,2.6,0.14680926916221032,0.8698039215686274,786.0,64.91823784059078,15.809681633866171,0.473902267130658,0.34126814362108476,1.4,1.6,1.2,0.8404800128695259,75.6,0.13530426433608964,12.8,8.0,0.5970238095238096,0.10119047619047619,1.6,0.11904761904761904,0.6696428571428571,705.0,57.592261904761905,17.06837425054519,0.4852681382345715,-0.4416666666666667,4.0,20.333333333333332,2.6666666666666665,0.6666666666666666,0.7352941176470588,0.18181818181818182,0.14285714285714285,0.7407407407407407,0.18181818181818182,0.14285714285714285,0.7246376811594204,0.18181818181818182,0.1111111111111111,0.7462686567164178,0.18761726078799248,0.12376237623762376,5.64,1.0599694423223833,0.6936936936936937,0.8262179300411407,0.01707825127659925,0.9651942809610923,0.0,-0.40000000000000013,0.40000000000000013,0.03151394592034473,-0.014671988430022764,1.3999999999999986,-0.40000000000000036,-0.07298001018589262,-0.005106951871657758,1.0,0.02776165011459128,0.2001610644257703,7.325975935828872,-1.2586926166790189,-0.011365871103913516,0.7829348102877515,0
258,11/02/2026,19:30,Nottingham Forest,Wolves,0,0,D,0,0,D,T Robinson,35,7,10,3,12,13,8,2,0,2,0,0,1.7,3.8,5.0,1.71,3.8,4.8,1.75,3.8,5.5,1.69,3.72,5.09,0.0,0,0.588,0.263,0.2,2026-02-11 19:30:00,0,1.2,1.0,1.6,0.7353164859478796,89.0,0.23788854169241916,10.4,6.4,0.5996031746031746,0.13472222222222224,1.0,0.09007936507936506,0.6531746031746032,548.6,59.418253968253964,17.529550378583497,0.42712919937260396,0.0400793650793652,0.4,1.6,0.4,0.7862547994588558,73.2,0.17352522159889566,11.6,6.8,0.5950363362128067,0.03356643356643356,1.4,0.09880707527766351,0.7598382010146716,576.4,53.32272041683806,16.849217806074915,0.47178090436572917,-1.060386672151378,4.833333333333333,22.666666666666668,1.8333333333333333,0.5,0.5882352941176471,0.2631578947368421,0.2,0.5847953216374269,0.2631578947368421,0.20833333333333334,0.5714285714285714,0.2631578947368421,0.18181818181818182,0.591715976331361,0.26881720430107525,0.19646365422396858,3.3,1.0513931888544892,0.5594817432273262,0.9872897104763265,0.026299556396765858,0.29443448620476964,0.7999999999999999,-0.6000000000000001,1.2000000000000002,-0.05093831351097622,0.0643633200935235,-1.1999999999999993,-0.39999999999999947,0.004566838390367867,0.10115578865578868,-0.3999999999999999,-0.008727710198298447,-0.1066635978400684,6.095533551415905,0.6803325725085827,-0.04465170499312521,1.100466037230743,1
259,11/02/2026,20:15,Sunderland,Liverpool,0,1,A,0,0,D,C Kavanagh,11,23,2,3,8,10,3,11,1,0,0,0,4.75,3.8,1.73,4.4,3.8,1.77,5.0,4.0,1.77,4.65,3.83,1.72,1.0,-1,0.211,0.263,0.578,2026-02-11 20:15:00,0,1.2,2.0,1.2,0.7946686526464559,82.0,0.18115705618003647,10.0,5.8,0.596063936063936,0.0879120879120879,2.2,0.2368031968031968,0.6586013986013987,596.0,68.93052947052948,17.295253523435882,0.4237052063117683,-0.7244355644355644,1.6,1.4,1.0,0.8323351541583399,94.2,0.17166177258120557,17.2,10.8,0.5788375350140056,0.09521358543417366,2.6,0.13497198879551817,0.741670168067227,721.0,49.051249999999996,19.681963265704095,0.3640543080834767,-0.0673179271708683,4.4,23.5,2.1,0.5,0.21052631578947367,0.2631578947368421,0.5780346820809249,0.22727272727272727,0.2631578947368421,0.5649717514124294,0.2,0.25,0.5649717514124294,0.2150537634408602,0.2610966057441253,0.5813953488372093,-3.02,1.0517188926072407,0.5496094879953717,0.997617846176437,0.24832774042918884,0.026299556396765858,-0.40000000000000013,0.6000000000000001,0.19999999999999996,-0.037666501511884,0.009495283598830895,-7.199999999999999,-5.000000000000001,0.01722640104993045,-0.007301497522085754,-0.3999999999999999,0.10183120800767864,-0.08306876946582831,19.879279470529482,-2.386709742268213,0.05965089822829156,-0.6571176372646962,2
260,12/02/2026,20:00,Brentford,Arsenal,1,1,D,0,0,D,J Brooks,12,7,3,2,12,11,6,4,3,2,0,0,4.75,3.9,1.7,4.8,3.8,1.7,5.1,4.0,1.7,4.83,3.86,1.69,2.0,0,0.211,0.256,0.588,2026-02-12 20:00:00,0,1.4,1.2,1.8,0.77678967995726,88.8,0.20788823774329504,12.0,7.4,0.5991919191919192,0.12121212121212119,3.4,0.29494949494949496,0.7676767676767677,605.8,55.88464646464647,14.997537596005902,0.4834720938233216,-0.1747474747474747,1.8,0.6,1.6,0.8094869363922864,72.8,0.15307054849228602,14.0,10.0,0.7294444444444445,0.10416666666666666,2.6,0.18138888888888888,0.7730555555555556,613.8,45.7725,14.869842435065369,0.5442912176470907,0.3563888888888888,3.6666666666666665,20.555555555555557,2.888888888888889,0.7777777777777778,0.21052631578947367,0.25641025641025644,0.5882352941176471,0.20833333333333334,0.2631578947368421,0.5882352941176471,0.19607843137254904,0.25,0.5882352941176471,0.20703933747412007,0.2590673575129534,0.591715976331361,-3.05,1.0551718663173772,0.5574781823653325,0.9911178291003736,0.15684387141358105,0.0050000000000000044,-0.40000000000000013,0.6,0.19999999999999996,-0.03269725643502641,0.05481768925100902,-2.0,-2.5999999999999996,-0.1302525252525253,0.01704545454545453,0.7999999999999998,0.11356060606060608,-0.005378787878787872,10.112146464646472,0.12769516094053301,-0.06081912382376903,-0.5311363636363635,1
261,18/02/2026,20:00,Wolves,Arsenal,2,2,D,0,1,A,P Tierney,5,10,2,4,6,8,1,3,2,1,0,0,11.0,5.25,1.29,10.0,5.5,1.3,12.0,5.8,1.3,10.94,5.48,1.28,4.0,0,0.091,0.19,0.775,2026-02-18 20:00:00,0,0.2,1.4,0.4,0.7719987514184342,73.4,0.1899385914387168,10.4,6.0,0.5730583142347848,0.01818181818181817,1.2,0.08342245989304813,0.7180799592564299,550.6,57.971072065189716,17.432633633142302,0.46310670317611996,-0.9219251336898395,2.0,0.8,1.6,0.8068514985104128,75.6,0.15823796193424122,13.6,9.4,0.6945238095238094,0.13273809523809524,2.6,0.18773809523809523,0.8175000000000001,623.4,50.953452380952385,14.533166511922877,0.5553433477322116,0.3627380952380952,4.0,19.75,2.75,0.75,0.09090909090909091,0.19047619047619047,0.7751937984496123,0.1,0.18181818181818182,0.7692307692307692,0.08333333333333333,0.1724137931034483,0.7692307692307692,0.09140767824497258,0.18248175182481752,0.78125,-9.71,1.0565790798348937,0.7336827060505002,0.7471194964393186,0.8170475302371746,0.00957427107756339,-1.8,0.5999999999999999,-1.2000000000000002,-0.03485274709197861,0.03170062950447558,-3.1999999999999993,-3.4000000000000004,-0.12146549528902462,-0.11455627705627706,-1.4000000000000001,-0.1043156353450471,-0.09942004074357025,7.0176196842373315,2.899467121219425,-0.09223664455609165,-1.2846632289279347,1
262,21/02/2026,15:00,Aston Villa,Leeds,1,1,D,0,1,A,M Oliver,16,14,4,4,11,16,7,2,1,4,0,0,1.85,3.6,4.33,1.87,3.6,4.0,1.9,3.8,4.5,1.84,3.62,4.24,2.0,0,0.541,0.278,0.231,2026-02-21 15:00:00,0,0.8,0.6,1.4,0.8112384139434239,83.0,0.18085473265392515,16.2,9.8,0.6502645502645502,0.05714285714285714,1.2,0.07936507936507936,0.8098412698412698,647.8,46.251428571428576,17.564677825378947,0.4185247753215474,-0.10169312169312177,1.4,1.6,1.6,0.7731806097866099,88.6,0.2036176307643764,9.8,6.0,0.6761904761904762,0.17142857142857143,3.6,0.32857142857142857,0.6761904761904762,596.2,91.42142857142856,15.37442349354689,0.5102521784062637,-0.01904761904761908,2.9,22.3,2.1,0.3,0.5405405405405405,0.2777777777777778,0.23094688221709006,0.53475935828877,0.2777777777777778,0.25,0.5263157894736842,0.2631578947368421,0.2222222222222222,0.5434782608695652,0.27624309392265195,0.23584905660377356,2.48,1.0492652005354084,0.5151610291323099,1.0266949366213052,0.02645751311064583,0.20838665984174706,-0.5999999999999999,-1.0,-0.20000000000000018,0.038057804156814035,-0.022762898110451235,6.399999999999999,3.8000000000000007,-0.02592592592592602,-0.1142857142857143,-2.4000000000000004,-0.2492063492063492,0.13365079365079358,-45.16999999999999,2.1902543318320564,-0.09172740308471627,-0.08264550264550269,1
263,21/02/2026,15:00,Brentford,Brighton,0,2,A,0,2,A,J Gillett,13,11,3,7,9,14,6,4,1,2,0,0,2.0,3.7,3.5,2.0,3.5,3.6,2.05,3.8,3.6,2.01,3.7,3.45,2.0,-2,0.5,0.27,0.286,2026-02-21 15:00:00,0,1.0,1.4,1.4,0.7631173635730792,86.6,0.21046083004391258,10.8,6.8,0.6103030303030303,0.10454545454545454,3.0,0.2893939393939394,0.7621212121212121,592.0,57.879090909090905,14.975380420188577,0.4927086607419784,-0.5303030303030303,0.6,1.2,0.4,0.8156719043651794,91.6,0.16755635925990736,11.6,7.4,0.6315860609978257,0.0653311394487865,1.6,0.13823823235587943,0.7328542046189105,710.2,66.38640653464184,15.109622977358617,0.51364034324731,-0.023494152905917654,4.1,20.5,2.5,0.1,0.5,0.27027027027027023,0.2857142857142857,0.5,0.2857142857142857,0.2777777777777778,0.48780487804878053,0.2631578947368421,0.2777777777777778,0.49751243781094534,0.27027027027027023,0.2898550724637681,1.5,1.0559845559845558,0.47349177330895803,1.056485687865177,0.023804761428476096,0.07499999999999998,0.4,0.19999999999999996,0.9999999999999999,-0.0525545407921002,0.04290447078400522,-0.7999999999999989,-0.6000000000000005,-0.021283030694795313,0.039214315096668034,1.4,0.15115570703806,0.0292670075023016,-8.50731562555093,-0.1342425571700403,-0.020931682505331617,-0.5068088773971127,2
